Soil Moisture,Temperature,Soil Humidity,Status
43,29,31.0,1
45,10,58.0,1
69,21,34.0,0
39,26,65.0,0
56,17,68.0,0
56,32,42.0,1
14,23,28.0,0
56,11,50.0,1
22,18,30.0,1
59,5,54.0,1
79,19,52.0,1
43,13,30.0,0
19,37,28.0,1
25,10,48.0,1
9,27,43.0,0
74,1,63.0,1
35,13,28.0,0
62,45,43.0,1
4,10,36.0,0
75,3,38.0,1
24,30,20.0,0
31,34,67.0,1
48,41,26.0,0
51,41,41.0,0
3,12,24.0,0
52,3,35.0,1
42,9,63.0,1
13,32,20.0,0
90,45,20.0,1
74,15,36.0,1
86,37,35.0,0
43,10,62.0,0
43,17,23.0,1
15,7,23.0,0
82,19,55.0,1
46,5,27.0,1
30,11,38.0,0
34,13,28.0,0
78,16,34.0,0
80,31,39.0,1
9,23,43.0,0
46,44,63.0,0
73,14,24.0,1
89,25,41.0,0
75,21,40.0,0
56,2,22.0,1
2,19,52.0,0
59,22,68.0,0
75,12,70.0,0
2,39,42.0,0
62,40,47.0,0
69,12,66.0,0
74,31,26.0,1
33,26,65.0,0
36,28,30.0,0
88,7,37.0,0
33,15,58.0,0
66,27,51.0,1
74,33,36.0,1
1,33,44.0,0
12,41,23.0,0
43,9,37.0,0
42,24,65.0,0
81,4,23.0,1
39,28,68.0,0
44,12,68.0,0
87,27,59.0,0
69,21,31.0,1
41,23,56.0,0
23,6,48.0,1
56,16,51.0,0
72,9,44.0,1
37,28,57.0,0
78,29,48.0,0
5,37,53.0,1
14,7,21.0,0
30,15,54.0,0
12,38,61.0,0
28,32,23.0,1
25,41,48.0,0
76,4,70.0,1
37,0,44.0,1
74,9,21.0,1
61,12,22.0,1
61,6,32.0,0
55,39,24.0,0
19,28,36.0,0
41,17,65.0,1
23,41,27.0,1
17,25,39.0,1
6,20,68.0,0
42,40,58.0,0
86,45,30.0,0
47,24,23.0,0
66,27,67.0,0
54,3,64.0,0
86,20,68.0,0
30,4,25.0,1
90,6,29.0,1
57,20,20.0,1
34,35,29.0,1
58,33,62.0,0
22,18,57.0,1
46,44,28.0,0
25,9,48.0,1
4,32,69.0,0
70,37,54.0,1
2,5,32.0,1
87,7,38.0,1
49,19,56.0,1
24,17,22.0,0
29,21,67.0,1
87,36,44.0,0
75,27,48.0,0
66,15,43.0,0
61,44,50.0,1
62,38,64.0,0
10,24,46.0,1
85,32,28.0,1
87,44,69.0,1
22,38,30.0,0
55,27,34.0,0
84,8,29.0,1
3,42,48.0,0
4,32,27.0,0
3,43,63.0,0
25,43,43.0,0
15,25,38.0,1
26,18,20.0,1
45,11,68.0,0
85,8,53.0,1
74,11,58.0,1
90,2,31.0,1
64,23,32.0,1
65,32,32.0,1
61,41,65.0,0
62,31,60.0,0
4,24,35.0,1
85,31,57.0,1
44,14,23.0,1
3,40,44.0,0
8,23,25.0,0
18,38,70.0,0
43,7,40.0,1
64,1,26.0,1
65,2,28.0,1
54,45,39.0,0
2,10,48.0,0
54,29,62.0,0
45,26,33.0,0
18,26,41.0,0
18,20,42.0,0
22,7,34.0,0
4,31,38.0,1
24,10,68.0,0
30,26,34.0,1
22,31,46.0,0
55,3,27.0,1
20,1,48.0,0
16,23,31.0,0
57,43,44.0,0
80,17,36.0,0
29,41,50.0,0
29,30,39.0,1
17,15,67.0,0
25,17,31.0,0
71,21,49.0,1
64,1,51.0,1
75,1,37.0,1
69,4,42.0,1
15,6,67.0,0
29,30,59.0,1
43,20,25.0,0
72,23,51.0,1
7,45,37.0,0
6,12,40.0,1
81,43,37.0,1
58,10,45.0,1
40,45,53.0,0
56,13,49.0,0
73,26,44.0,1
44,26,47.0,0
68,26,24.0,1
15,42,43.0,0
69,20,63.0,1
41,24,44.0,0
64,7,23.0,1
3,34,41.0,0
80,14,35.0,0
18,38,47.0,1
63,34,37.0,0
60,36,22.0,0
7,39,44.0,0
35,18,26.0,1
22,42,39.0,0
38,8,32.0,0
20,18,46.0,0
34,5,34.0,0
50,28,47.0,0
5,31,68.0,0
42,9,38.0,0
13,9,57.0,0
90,27,34.0,1
35,4,49.0,1
10,11,46.0,0
25,10,38.0,0
31,19,50.0,0
79,4,45.0,1
54,45,62.0,1
1,30,35.0,0
50,22,62.0,0
7,38,56.0,0
68,27,30.0,1
30,44,55.0,0
1,25,54.0,0
15,4,47.0,0
6,22,38.0,0
60,29,54.0,1
56,39,38.0,0
43,10,58.0,1
46,44,22.0,0
78,2,69.0,1
56,34,70.0,0
20,24,44.0,0
8,10,38.0,1
5,41,66.0,0
1,17,70.0,0
61,42,38.0,0
51,17,67.0,0
15,45,27.0,0
52,28,41.0,0
31,31,41.0,0
59,44,61.0,0
20,14,59.0,1
51,13,27.0,0
25,4,43.0,1
48,3,69.0,1
15,33,35.0,0
77,18,55.0,1
57,33,21.0,0
10,29,21.0,0
23,2,35.0,0
19,15,23.0,0
56,29,31.0,1
39,24,68.0,1
73,15,29.0,1
14,13,52.0,0
41,24,39.0,1
76,10,44.0,1
5,36,59.0,0
53,23,31.0,1
26,23,53.0,0
85,24,40.0,1
44,15,44.0,0
11,17,40.0,0
16,27,29.0,0
6,13,64.0,0
55,3,27.0,1
47,30,34.0,0
30,15,45.0,1
17,24,22.0,0
14,31,59.0,1
54,26,48.0,1
4,8,52.0,1
15,9,69.0,1
46,45,62.0,0
2,18,49.0,0
66,25,62.0,1
77,19,33.0,1
86,18,24.0,1
76,0,46.0,1
82,40,68.0,0
63,14,70.0,0
13,18,26.0,1
75,31,60.0,1
35,15,33.0,0
24,5,32.0,0
87,40,36.0,1
22,20,20.0,0
53,17,53.0,1
18,14,36.0,0
55,25,41.0,0
22,44,37.0,0
75,27,66.0,1
32,7,51.0,1
10,25,59.0,0
67,27,51.0,0
86,39,55.0,0
19,24,60.0,1
52,41,62.0,0
86,45,37.0,0
80,14,39.0,0
66,33,30.0,1
26,7,35.0,0
27,39,64.0,0
34,36,29.0,0
48,31,42.0,0
84,31,66.0,0
39,17,27.0,1
11,14,22.0,1
57,0,45.0,1
10,20,31.0,1
74,29,44.0,1
59,21,33.0,0
21,22,21.0,0
7,23,61.0,0
31,37,65.0,0
3,37,47.0,0
77,16,63.0,1
76,35,61.0,0
23,25,48.0,0
16,15,41.0,1
40,38,69.0,0
71,26,55.0,1
62,39,49.0,0
87,7,20.0,1
61,23,23.0,1
33,24,36.0,0
64,44,35.0,0
12,0,49.0,1
7,44,23.0,0
76,6,62.0,1
45,39,21.0,0
25,29,29.0,0
34,23,40.0,0
31,28,33.0,0
44,33,47.0,0
41,7,51.0,0
12,42,48.0,0
70,20,26.0,1
81,43,33.0,0
14,23,25.0,0
2,23,22.0,1
28,11,35.0,0
41,38,46.0,0
36,38,57.0,0
61,0,31.0,1
76,24,25.0,1
72,17,21.0,1
61,34,51.0,0
39,31,47.0,0
40,42,52.0,0
34,16,36.0,1
46,23,28.0,1
90,25,25.0,1
66,8,54.0,1
23,1,28.0,1
34,35,42.0,0
47,8,40.0,1
24,27,44.0,0
69,7,21.0,1
37,22,55.0,1
67,9,47.0,1
62,19,33.0,0
37,31,20.0,1
34,16,47.0,0
82,12,37.0,0
74,2,53.0,1
18,34,20.0,0
31,17,20.0,1
75,13,35.0,0
39,27,47.0,0
78,39,68.0,0
35,32,50.0,0
16,24,39.0,1
31,1,58.0,1
4,2,34.0,1
2,27,65.0,0
4,28,67.0,0
45,6,60.0,0
13,4,35.0,0
2,41,43.0,0
27,4,61.0,0
81,45,66.0,1
53,45,31.0,0
11,30,52.0,0
66,42,61.0,0
73,31,63.0,1
47,31,50.0,0
37,24,59.0,1
44,7,65.0,0
83,45,44.0,1
55,37,26.0,0
47,45,30.0,0
33,34,24.0,0
51,27,39.0,0
49,27,24.0,0
76,44,62.0,1
87,27,61.0,1
79,26,42.0,0
81,31,70.0,0
78,6,28.0,1
30,12,62.0,1
72,25,45.0,1
5,25,43.0,1
87,22,63.0,1
5,15,55.0,1
25,9,26.0,1
70,33,47.0,1
62,11,56.0,1
87,18,50.0,1
34,41,22.0,0
13,42,52.0,0
8,9,41.0,1
78,8,69.0,0
49,7,70.0,0
73,14,65.0,0
19,14,34.0,0
4,11,36.0,0
14,21,35.0,0
8,22,36.0,0
35,0,36.0,1
12,13,59.0,0
43,45,43.0,0
3,22,54.0,0
70,13,35.0,1
46,1,21.0,0
87,42,65.0,1
24,44,23.0,0
65,27,62.0,1
69,42,65.0,1
52,39,27.0,0
67,13,25.0,1
28,25,54.0,1
73,4,32.0,1
24,3,41.0,0
21,16,44.0,0
29,22,47.0,0
86,11,52.0,1
55,32,70.0,0
61,2,49.0,1
80,39,33.0,1
20,5,65.0,0
85,38,63.0,0
43,45,32.0,0
75,6,36.0,1
22,33,58.0,0
90,17,39.0,1
49,13,43.0,0
52,12,63.0,1
64,23,68.0,1
29,37,58.0,0
9,38,30.0,0
50,9,61.0,0
29,8,62.0,1
61,13,44.0,1
12,1,69.0,1
58,31,64.0,1
33,31,48.0,0
27,29,63.0,0
74,40,51.0,1
32,9,23.0,1
42,30,52.0,0
52,10,24.0,1
62,17,48.0,0
55,6,55.0,1
22,8,64.0,0
71,13,50.0,1
19,5,66.0,1
28,26,24.0,0
90,1,20.0,1
19,33,31.0,0
69,12,49.0,1
42,7,25.0,1
58,35,56.0,1
5,5,44.0,0
53,42,58.0,1
47,39,60.0,0
89,32,60.0,1
84,5,69.0,1
21,39,30.0,0
59,1,64.0,1
53,35,24.0,0
51,41,68.0,0
83,30,45.0,0
69,7,27.0,1
59,37,30.0,0
16,8,45.0,0
35,36,44.0,0
69,13,28.0,1
50,24,46.0,1
62,37,34.0,0
42,23,62.0,1
64,12,41.0,0
82,20,27.0,1
64,31,52.0,0
54,6,51.0,0
16,13,45.0,0
40,15,49.0,1
41,43,56.0,1
88,42,68.0,1
72,14,39.0,1
48,25,29.0,1
11,17,59.0,1
24,1,61.0,1
21,43,28.0,0
37,33,59.0,0
88,44,63.0,0
16,40,68.0,0
23,6,46.0,1
20,12,61.0,1
71,6,29.0,1
22,29,36.0,0
43,45,35.0,0
29,0,26.0,1
26,18,66.0,0
1,7,46.0,1
83,29,56.0,0
63,15,60.0,1
79,35,36.0,0
48,32,29.0,0
87,19,37.0,1
26,9,20.0,1
40,22,29.0,1
88,23,36.0,0
6,34,63.0,1
2,7,22.0,0
78,45,54.0,0
31,40,31.0,0
48,44,56.0,0
38,6,27.0,1
72,28,26.0,1
34,28,50.0,0
54,39,57.0,0
68,7,46.0,1
89,17,42.0,0
36,37,65.0,0
63,31,49.0,1
52,34,65.0,0
33,37,47.0,1
33,26,27.0,0
71,43,58.0,1
63,18,45.0,0
7,1,36.0,1
33,25,41.0,1
60,27,32.0,1
64,40,21.0,1
45,22,27.0,1
38,12,52.0,1
88,26,32.0,1
85,1,34.0,1
31,7,58.0,0
59,35,41.0,1
11,23,45.0,0
42,3,39.0,1
1,6,50.0,1
2,6,45.0,0
87,32,26.0,1
46,9,48.0,1
48,39,56.0,0
23,19,36.0,0
74,21,35.0,0
34,42,54.0,0
40,0,53.0,1
59,36,34.0,0
70,31,29.0,0
65,16,39.0,1
18,8,32.0,0
25,26,51.0,1
83,6,56.0,1
82,5,53.0,1
63,4,23.0,1
70,15,44.0,0
5,17,53.0,1
33,18,67.0,0
11,8,26.0,1
56,35,66.0,0
81,0,35.0,1
50,20,39.0,0
31,39,34.0,1
86,2,46.0,1
78,19,55.0,1
24,11,45.0,1
50,6,27.0,1
48,4,38.0,0
19,31,56.0,0
85,13,67.0,1
81,21,66.0,1
21,9,47.0,1
36,18,49.0,0
41,17,25.0,0
63,21,32.0,0
70,9,24.0,1
41,38,43.0,0
17,21,64.0,0
15,27,48.0,0
77,38,20.0,0
83,33,23.0,1
35,18,42.0,0
7,28,33.0,0
53,31,29.0,1
81,17,46.0,0
86,34,29.0,1
3,17,47.0,0
66,10,51.0,1
47,28,51.0,0
57,28,64.0,1
83,19,63.0,1
21,6,20.0,0
88,21,52.0,1
85,35,41.0,1
6,32,68.0,0
50,23,24.0,1
1,14,43.0,0
71,2,31.0,1
68,23,40.0,0
31,2,26.0,1
61,17,42.0,1
73,31,21.0,0
51,16,38.0,0
71,40,32.0,1
50,43,46.0,0
1,36,35.0,0
31,9,26.0,1
11,19,69.0,0
10,32,68.0,0
83,25,38.0,1
52,44,58.0,0
73,1,70.0,1
60,12,68.0,1
43,4,49.0,1
10,3,35.0,0
38,30,64.0,1
82,35,65.0,1
19,12,20.0,1
89,24,49.0,1
77,4,61.0,1
39,43,33.0,1
64,41,26.0,0
64,23,68.0,0
88,35,62.0,0
52,1,35.0,1
88,3,30.0,1
23,8,55.0,1
46,35,59.0,0
2,7,22.0,0
86,28,61.0,1
11,21,23.0,0
80,24,25.0,1
3,23,36.0,0
20,39,47.0,0
35,4,61.0,0
72,3,55.0,1
2,28,50.0,0
11,44,32.0,1
61,35,46.0,0
22,9,33.0,1
66,37,35.0,0
55,40,30.0,1
87,21,39.0,1
33,0,39.0,1
53,20,65.0,0
21,8,24.0,1
9,3,35.0,1
1,8,38.0,1
31,24,50.0,0
63,9,38.0,0
42,40,37.0,0
16,8,28.0,0
24,14,44.0,0
86,3,70.0,1
35,21,58.0,1
13,28,53.0,0
14,41,28.0,1
55,35,67.0,0
62,13,36.0,0
58,5,51.0,1
1,28,61.0,0
77,6,38.0,1
3,38,28.0,0
40,30,55.0,0
51,20,70.0,0
9,45,64.0,0
74,26,33.0,0
25,13,65.0,1
31,39,54.0,0
22,24,45.0,0
53,28,64.0,0
26,21,23.0,1
34,22,37.0,0
20,45,20.0,0
4,42,41.0,0
83,38,43.0,0
41,16,42.0,0
31,37,20.0,0
54,16,25.0,1
4,16,49.0,1
64,24,66.0,1
36,28,54.0,0
19,27,35.0,0
40,34,55.0,0
83,13,69.0,0
19,17,51.0,0
85,39,68.0,0
59,33,48.0,1
10,27,29.0,0
35,27,27.0,0
31,27,45.0,0
27,8,48.0,1
19,32,33.0,0
90,25,59.0,1
19,13,36.0,0
24,39,37.0,0
31,27,52.0,0
57,39,30.0,0
57,43,59.0,0
60,33,43.0,0
19,2,41.0,0
47,26,38.0,0
78,41,21.0,0
81,31,23.0,0
44,26,50.0,0
7,21,40.0,0
51,20,34.0,0
20,40,47.0,0
84,3,20.0,1
6,41,21.0,0
43,29,45.0,0
18,11,68.0,0
60,31,54.0,0
70,7,51.0,1
4,13,40.0,0
68,6,51.0,1
31,4,46.0,1
36,5,53.0,1
73,3,48.0,1
23,27,67.0,0
17,42,48.0,0
21,45,66.0,0
29,10,21.0,0
3,33,61.0,0
39,34,35.0,0
23,41,41.0,0
84,1,55.0,1
50,31,33.0,0
26,7,60.0,1
70,7,31.0,1
6,32,23.0,1
54,44,40.0,0
53,9,39.0,0
52,11,60.0,1
77,13,34.0,1
73,38,49.0,0
43,30,70.0,1
23,39,33.0,0
69,11,27.0,1
12,10,68.0,0
26,4,49.0,1
15,42,30.0,0
47,37,40.0,0
25,32,68.0,0
20,8,59.0,0
37,14,56.0,1
39,37,50.0,0
12,29,30.0,0
64,3,28.0,1
74,41,46.0,0
27,3,62.0,0
86,12,55.0,1
74,10,35.0,0
46,23,23.0,1
3,19,35.0,1
6,39,47.0,0
19,14,43.0,0
46,36,36.0,1
69,20,43.0,0
16,27,67.0,0
44,3,51.0,1
32,44,49.0,0
24,14,47.0,0
61,22,59.0,1
66,25,49.0,0
45,13,47.0,1
24,8,23.0,1
9,30,43.0,0
29,42,65.0,1
84,19,27.0,1
66,19,22.0,1
89,3,39.0,1
32,10,69.0,0
15,39,23.0,1
51,10,61.0,1
68,22,24.0,1
86,45,52.0,1
36,38,67.0,0
55,40,27.0,0
53,34,24.0,0
47,28,22.0,0
43,45,45.0,0
66,42,62.0,0
46,5,56.0,0
69,25,59.0,1
22,3,36.0,1
83,1,27.0,1
51,23,42.0,0
43,11,38.0,0
47,29,30.0,1
57,39,43.0,0
61,5,28.0,1
3,9,51.0,1
4,1,33.0,1
50,23,54.0,0
45,44,23.0,0
15,0,42.0,1
56,29,46.0,0
66,20,23.0,1
8,4,41.0,0
71,37,54.0,1
89,14,58.0,1
29,13,57.0,1
14,33,48.0,0
49,44,45.0,0
14,35,54.0,0
78,39,49.0,0
12,0,29.0,0
33,15,60.0,1
52,43,20.0,0
19,21,49.0,0
49,27,28.0,1
39,39,62.0,0
86,43,54.0,1
11,11,34.0,0
84,41,66.0,0
64,42,21.0,0
46,12,48.0,0
46,21,61.0,0
86,41,31.0,1
52,37,36.0,0
44,43,42.0,0
33,44,59.0,1
8,1,48.0,1
22,4,62.0,1
15,6,23.0,0
28,12,22.0,1
40,23,37.0,0
74,9,26.0,1
22,27,24.0,0
25,18,29.0,1
12,26,37.0,0
74,12,25.0,1
73,5,37.0,1
62,39,25.0,0
79,12,41.0,1
22,41,64.0,0
1,34,67.0,0
48,38,27.0,0
51,12,56.0,1
30,43,30.0,0
62,43,29.0,0
75,5,20.0,1
86,12,51.0,1
90,27,64.0,1
21,1,28.0,1
64,43,49.0,1
84,15,48.0,1
60,18,70.0,1
38,8,69.0,0
66,3,61.0,1
24,32,50.0,0
23,37,68.0,0
63,12,70.0,1
62,30,52.0,0
29,7,37.0,1
49,43,66.0,0
39,42,42.0,0
22,27,64.0,0
26,43,32.0,0
46,38,53.0,1
71,31,39.0,1
64,44,45.0,1
3,7,34.0,0
40,24,52.0,0
24,18,60.0,1
70,44,21.0,1
4,30,56.0,1
36,43,22.0,0
58,21,25.0,0
79,32,44.0,1
59,14,20.0,1
57,2,22.0,0
25,6,50.0,0
36,29,37.0,0
43,14,49.0,0
14,24,58.0,1
10,40,61.0,1
4,41,54.0,0
45,30,42.0,1
88,18,51.0,1
53,31,46.0,0
49,10,58.0,1
41,22,49.0,0
17,42,48.0,0
73,40,46.0,1
19,14,42.0,0
58,3,49.0,1
69,10,69.0,0
69,19,30.0,1
67,24,30.0,1
56,38,37.0,1
38,31,25.0,1
52,18,38.0,0
39,35,24.0,0
68,14,48.0,1
57,40,61.0,0
84,16,52.0,1
80,10,64.0,0
7,16,55.0,1
48,4,33.0,0
13,4,21.0,0
87,40,61.0,1
49,10,29.0,1
11,10,48.0,1
35,3,58.0,1
77,6,53.0,1
28,17,46.0,1
89,21,27.0,1
44,26,31.0,1
16,14,64.0,0
1,6,54.0,1
67,27,51.0,0
10,0,63.0,0
29,29,31.0,1
45,17,38.0,0
14,37,24.0,0
30,11,41.0,0
54,44,48.0,0
17,30,20.0,1
19,29,61.0,0
17,41,67.0,0
47,33,68.0,1
34,3,48.0,1
68,35,61.0,0
2,4,33.0,1
26,2,56.0,1
3,38,51.0,0
37,16,64.0,0
74,31,27.0,1
68,32,57.0,0
40,0,63.0,1
76,10,33.0,1
65,40,61.0,0
79,28,61.0,1
72,27,20.0,0
81,12,24.0,1
73,42,37.0,1
79,20,48.0,0
18,26,23.0,0
77,0,61.0,1
52,40,27.0,1
3,23,22.0,0
82,31,49.0,0
74,26,46.0,0
60,23,52.0,0
87,18,47.0,0
22,45,30.0,0
15,38,48.0,0
36,1,61.0,1
77,6,64.0,1
86,5,20.0,1
21,1,49.0,1
21,20,24.0,1
28,21,48.0,0
30,21,43.0,0
10,40,25.0,0
9,41,35.0,0
66,23,69.0,1
73,17,28.0,1
17,17,22.0,1
41,11,32.0,0
1,37,28.0,0
15,31,22.0,0
31,30,21.0,1
61,40,62.0,0
3,6,55.0,1
21,1,22.0,1
64,14,61.0,1
61,26,56.0,1
19,45,48.0,0
73,40,46.0,1
66,4,25.0,1
35,18,66.0,0
4,39,61.0,0
81,35,29.0,1
4,25,20.0,1
13,39,25.0,0
74,41,34.0,0
53,28,39.0,0
87,25,25.0,0
14,1,51.0,0
77,1,55.0,1
65,21,46.0,0
73,10,42.0,1
43,17,49.0,1
70,38,66.0,1
11,30,54.0,1
26,17,24.0,1
14,41,46.0,0
29,14,26.0,1
84,34,62.0,1
30,39,50.0,0
59,4,33.0,0
56,25,53.0,0
56,26,45.0,1
81,21,37.0,0
71,31,44.0,1
50,24,35.0,0
46,13,69.0,1
62,38,30.0,0
82,2,36.0,1
34,30,66.0,0
85,45,59.0,0
65,20,49.0,1
47,42,51.0,0
9,20,24.0,1
41,30,22.0,0
32,36,22.0,1
56,0,28.0,1
34,39,50.0,0
69,30,28.0,0
55,22,69.0,0
65,6,60.0,1
19,20,38.0,0
52,39,31.0,0
69,37,51.0,0
56,38,39.0,0
89,36,59.0,1
79,33,21.0,1
76,42,50.0,1
34,35,67.0,0
40,37,48.0,0
11,27,63.0,0
62,7,35.0,0
66,9,23.0,1
29,38,26.0,0
86,23,63.0,1
23,18,29.0,1
27,31,52.0,0
10,43,30.0,0
51,0,69.0,1
82,34,62.0,0
51,44,31.0,0
33,41,31.0,0
71,29,38.0,0
87,27,59.0,0
36,5,57.0,1
86,44,70.0,0
28,19,47.0,0
83,24,57.0,1
82,43,23.0,1
65,10,34.0,1
41,26,32.0,0
32,43,27.0,0
40,6,26.0,1
29,7,39.0,1
17,6,63.0,0
19,40,22.0,0
70,23,49.0,0
76,20,38.0,1
8,2,44.0,0
85,44,39.0,1
10,6,25.0,0
1,15,36.0,0
73,34,28.0,1
83,25,62.0,1
72,20,36.0,0
68,38,26.0,0
11,3,37.0,0
32,7,22.0,1
86,19,69.0,1
53,1,69.0,1
33,7,66.0,0
41,43,29.0,0
75,27,51.0,1
81,21,51.0,1
2,9,38.0,0
4,11,21.0,1
81,17,29.0,1
7,36,48.0,0
68,2,49.0,1
22,39,24.0,1
61,37,46.0,1
74,13,50.0,1
25,32,49.0,0
28,27,65.0,0
10,25,69.0,0
65,43,43.0,0
33,2,37.0,1
49,12,44.0,1
47,18,69.0,0
49,12,41.0,1
20,33,43.0,0
8,21,31.0,0
53,41,34.0,1
80,15,36.0,1
3,35,53.0,0
36,43,20.0,0
32,31,28.0,0
84,33,58.0,0
20,40,21.0,0
58,7,27.0,1
44,16,65.0,0
38,9,65.0,0
12,18,57.0,1
62,1,26.0,1
45,33,50.0,0
32,13,42.0,0
70,6,32.0,1
71,33,22.0,1
81,41,22.0,0
88,39,40.0,1
85,16,36.0,0
2,38,53.0,0
45,35,58.0,0
45,1,60.0,1
41,18,36.0,1
57,4,24.0,0
54,0,67.0,1
56,15,52.0,0
66,9,27.0,1
75,35,70.0,0
7,18,28.0,0
35,9,56.0,1
11,38,39.0,0
29,37,30.0,0
26,21,70.0,1
49,45,33.0,0
89,10,57.0,1
6,12,37.0,0
35,23,41.0,0
10,3,33.0,0
47,22,70.0,0
5,38,30.0,0
50,29,28.0,0
43,30,40.0,0
77,15,32.0,1
70,0,57.0,1
43,19,42.0,0
85,5,59.0,1
73,35,70.0,0
23,4,65.0,0
23,27,20.0,0
22,33,27.0,0
18,2,50.0,0
90,7,31.0,1
73,17,42.0,0
69,40,62.0,0
4,3,45.0,0
79,5,29.0,1
3,43,31.0,1
74,17,24.0,1
30,38,40.0,0
52,34,40.0,0
58,17,69.0,0
52,6,26.0,1
32,17,51.0,1
38,30,35.0,0
77,40,33.0,0
50,16,64.0,0
86,45,64.0,0
77,16,25.0,1
85,18,42.0,1
71,5,50.0,1
18,6,22.0,0
88,34,62.0,1
24,1,50.0,1
37,40,32.0,0
11,30,38.0,1
43,13,42.0,0
52,12,67.0,0
88,15,24.0,1
51,41,66.0,0
15,40,43.0,0
9,19,21.0,0
63,7,63.0,1
23,40,28.0,0
45,36,38.0,0
6,3,55.0,0
89,17,35.0,1
51,5,68.0,0
33,16,55.0,1
69,43,28.0,1
29,25,67.0,1
64,43,20.0,0
57,23,27.0,1
12,41,69.0,1
49,9,29.0,1
77,11,50.0,1
43,6,40.0,1
25,42,47.0,0
35,28,56.0,0
4,21,51.0,0
79,10,60.0,1
14,24,48.0,0
44,19,65.0,0
85,28,67.0,0
21,30,47.0,1
5,38,51.0,1
38,15,53.0,1
76,30,35.0,1
29,8,28.0,1
57,17,24.0,0
38,2,54.0,1
18,21,51.0,0
51,10,25.0,0
51,2,60.0,1
39,38,69.0,0
81,13,25.0,1
3,1,62.0,0
10,9,33.0,1
11,2,47.0,0
4,20,41.0,0
76,25,70.0,1
33,11,33.0,0
86,36,69.0,1
61,29,37.0,0
16,9,29.0,0
71,29,42.0,0
38,39,26.0,0
80,11,46.0,1
83,23,38.0,0
2,16,51.0,0
47,45,30.0,0
90,2,69.0,1
37,17,32.0,0
76,32,67.0,0
88,37,50.0,1
78,37,41.0,0
61,21,39.0,1
26,2,23.0,1
51,3,53.0,1
1,5,56.0,0
58,35,41.0,1
3,20,57.0,0
29,25,56.0,0
72,11,43.0,1
65,7,36.0,0
3,8,50.0,1
49,15,37.0,0
27,18,50.0,0
87,20,66.0,1
52,7,29.0,1
1,5,55.0,1
52,11,51.0,1
46,26,47.0,0
89,15,51.0,1
24,43,55.0,1
81,45,58.0,0
80,16,69.0,1
59,14,46.0,1
38,26,41.0,0
50,20,49.0,0
69,5,36.0,0
44,11,34.0,0
39,38,39.0,0
79,15,61.0,1
66,3,29.0,1
77,10,34.0,0
56,45,47.0,1
11,21,66.0,1
39,43,65.0,0
50,21,23.0,0
24,44,42.0,0
6,5,20.0,0
13,32,34.0,0
10,4,31.0,1
84,14,20.0,1
63,30,53.0,1
79,13,37.0,0
3,23,36.0,0
61,2,46.0,1
25,28,39.0,1
37,26,20.0,0
40,8,32.0,0
51,20,37.0,0
29,18,34.0,1
49,28,42.0,1
79,13,32.0,1
50,31,31.0,0
46,5,31.0,1
54,24,23.0,0
19,24,42.0,0
5,45,24.0,1
15,16,21.0,0
53,36,40.0,0
36,7,65.0,0
37,38,38.0,0
33,11,55.0,1
54,1,50.0,1
81,5,34.0,1
80,14,34.0,1
18,36,49.0,0
4,20,53.0,0
64,5,26.0,1
56,26,58.0,0
27,43,52.0,0
68,21,26.0,1
74,7,54.0,1
72,40,42.0,1
60,0,20.0,1
40,16,62.0,1
5,41,29.0,1
23,42,62.0,0
80,35,70.0,0
31,15,40.0,0
46,21,33.0,0
3,38,45.0,0
50,35,36.0,1
80,24,53.0,0
19,38,60.0,1
79,4,38.0,1
39,35,55.0,0
42,20,52.0,0
32,34,49.0,1
13,35,20.0,1
49,28,39.0,0
11,30,34.0,0
11,13,39.0,0
54,4,48.0,0
40,42,20.0,0
84,10,43.0,1
24,29,35.0,0
83,18,62.0,1
47,31,66.0,0
21,25,56.0,1
21,8,36.0,1
14,37,46.0,0
75,35,57.0,1
51,0,47.0,1
54,2,39.0,1
12,29,70.0,0
65,7,26.0,1
13,17,39.0,1
71,7,60.0,1
83,6,57.0,1
23,32,42.0,0
67,7,37.0,1
31,38,49.0,0
74,3,29.0,1
74,35,25.0,0
18,10,42.0,1
44,36,66.0,0
17,13,42.0,0
27,19,67.0,0
32,41,26.0,0
47,39,45.0,0
84,40,51.0,1
34,44,38.0,1
62,21,30.0,1
51,12,59.0,0
14,19,59.0,0
73,26,62.0,1
5,20,29.0,0
57,6,22.0,1
16,17,41.0,0
20,21,64.0,0
22,21,25.0,0
3,45,57.0,0
75,11,51.0,1
28,8,24.0,1
8,41,57.0,0
54,21,50.0,0
7,21,45.0,0
23,10,51.0,0
19,24,61.0,0
65,22,58.0,1
14,9,32.0,1
7,36,23.0,0
81,18,35.0,1
73,18,29.0,1
88,33,44.0,1
61,38,64.0,0
46,26,34.0,0
63,18,50.0,1
1,15,59.0,0
64,25,24.0,1
68,12,49.0,1
12,18,62.0,0
46,10,62.0,1
6,10,27.0,0
38,6,61.0,1
31,43,55.0,0
77,32,36.0,0
65,15,38.0,1
85,40,26.0,0
34,40,20.0,0
80,8,39.0,1
90,29,70.0,1
9,14,27.0,0
8,25,25.0,0
48,9,34.0,0
67,9,65.0,0
4,18,25.0,1
62,3,38.0,1
38,23,41.0,0
26,6,48.0,1
48,7,69.0,1
78,41,30.0,1
